transaction_id,user_id,amount,location,device,timestamp
105,84,67115,Bangalore,Mobile,2024-01-03 04:00:00
106,112,26220,London,Laptop,2024-01-03 04:30:00
107,99,8488,London,Mobile,2024-01-03 05:00:00
108,153,20145,Mumbai,Tablet,2024-01-03 05:30:00
109,93,16204,London,Mobile,2024-01-03 06:00:00
110,146,8054,New York,Mobile,2024-01-03 06:30:00
111,128,9802,London,Laptop,2024-01-03 07:00:00
112,110,55476,New York,Laptop,2024-01-03 07:30:00
113,82,26869,London,Mobile,2024-01-03 08:00:00
114,194,24267,Mumbai,Laptop,2024-01-03 08:30:00
115,54,33044,New York,Tablet,2024-01-03 09:00:00
116,163,15086,Delhi,Tablet,2024-01-03 09:30:00
117,189,77325,New York,Laptop,2024-01-03 10:00:00
118,169,49466,Mumbai,Mobile,2024-01-03 10:30:00
119,161,9637,New York,Tablet,2024-01-03 11:00:00
120,68,695,London,Tablet,2024-01-03 11:30:00
121,33,30980,London,Mobile,2024-01-03 12:00:00
122,142,30140,Mumbai,Laptop,2024-01-03 12:30:00
123,21,52192,Bangalore,Tablet,2024-01-03 13:00:00
124,48,26525,London,Mobile,2024-01-03 13:30:00
125,148,18938,Delhi,Mobile,2024-01-03 14:00:00
126,128,43782,Mumbai,Tablet,2024-01-03 14:30:00
127,136,46355,New York,Laptop,2024-01-03 15:00:00
128,135,46087,New York,Tablet,2024-01-03 15:30:00
129,195,9396,Delhi,Mobile,2024-01-03 16:00:00
130,145,637,London,Tablet,2024-01-03 16:30:00
131,128,12813,Mumbai,Laptop,2024-01-03 17:00:00
132,33,59215,Delhi,Mobile,2024-01-03 17:30:00
133,176,69665,London,Laptop,2024-01-03 18:00:00
134,187,36166,Mumbai,Tablet,2024-01-03 18:30:00
135,115,25606,New York,Tablet,2024-01-03 19:00:00
136,119,59092,Mumbai,Laptop,2024-01-03 19:30:00
137,22,18149,Bangalore,Tablet,2024-01-03 20:00:00
138,158,45146,Mumbai,Laptop,2024-01-03 20:30:00
139,38,72036,Bangalore,Tablet,2024-01-03 21:00:00
140,109,13280,Mumbai,Laptop,2024-01-03 21:30:00
141,51,29059,Bangalore,Laptop,2024-01-03 22:00:00
142,182,71019,New York,Mobile,2024-01-03 22:30:00
143,8,33916,London,Mobile,2024-01-03 23:00:00
144,27,77025,Bangalore,Laptop,2024-01-03 23:30:00
145,27,41905,Bangalore,Tablet,2024-01-04 00:00:00
146,21,6466,New York,Tablet,2024-01-04 00:30:00
147,30,72566,Bangalore,Tablet,2024-01-04 01:00:00
148,97,55965,Delhi,Laptop,2024-01-04 01:30:00
149,28,18108,New York,Laptop,2024-01-04 02:00:00
150,111,76687,Delhi,Laptop,2024-01-04 02:30:00
151,192,40768,New York,Laptop,2024-01-04 03:00:00
152,197,32652,Bangalore,Mobile,2024-01-04 03:30:00
153,61,74708,Delhi,Laptop,2024-01-04 04:00:00
154,48,78162,Bangalore,Tablet,2024-01-04 04:30:00
155,147,58117,New York,Mobile,2024-01-04 05:00:00
156,4,27566,Bangalore,Tablet,2024-01-04 05:30:00
157,35,1139,Delhi,Laptop,2024-01-04 06:00:00
158,192,37396,Delhi,Mobile,2024-01-04 06:30:00
159,49,74713,Bangalore,Laptop,2024-01-04 07:00:00
160,17,10537,Mumbai,Mobile,2024-01-04 07:30:00
161,172,205,New York,Tablet,2024-01-04 08:00:00
162,158,67544,New York,Laptop,2024-01-04 08:30:00
163,46,76279,Bangalore,Laptop,2024-01-04 09:00:00
164,117,38597,Mumbai,Mobile,2024-01-04 09:30:00
165,6,28845,Delhi,Mobile,2024-01-04 10:00:00
166,99,55346,London,Laptop,2024-01-04 10:30:00
167,124,21497,London,Mobile,2024-01-04 11:00:00
168,37,36648,Bangalore,Laptop,2024-01-04 11:30:00
169,24,41864,Mumbai,Mobile,2024-01-04 12:00:00
170,93,75380,Mumbai,Tablet,2024-01-04 12:30:00
171,46,63328,New York,Mobile,2024-01-04 13:00:00
172,181,55127,Delhi,Tablet,2024-01-04 13:30:00
173,95,71956,Mumbai,Mobile,2024-01-04 14:00:00
174,99,9578,London,Mobile,2024-01-04 14:30:00
175,188,50150,Delhi,Laptop,2024-01-04 15:00:00
176,116,8229,Delhi,Mobile,2024-01-04 15:30:00
177,191,48831,Bangalore,Mobile,2024-01-04 16:00:00
178,160,55317,Mumbai,Tablet,2024-01-04 16:30:00
179,161,24002,Bangalore,Mobile,2024-01-04 17:00:00
180,67,53848,Mumbai,Laptop,2024-01-04 17:30:00
181,128,50989,New York,Tablet,2024-01-04 18:00:00
182,18,29566,Bangalore,Laptop,2024-01-04 18:30:00
183,25,56576,Bangalore,Laptop,2024-01-04 19:00:00
184,54,10499,London,Laptop,2024-01-04 19:30:00
185,58,50340,Bangalore,Laptop,2024-01-04 20:00:00
186,67,73004,Mumbai,Tablet,2024-01-04 20:30:00
187,104,22796,London,Mobile,2024-01-04 21:00:00
188,174,68040,Bangalore,Laptop,2024-01-04 21:30:00
189,24,58860,Bangalore,Tablet,2024-01-04 22:00:00
190,114,15273,New York,Laptop,2024-01-04 22:30:00
191,32,72287,Bangalore,Mobile,2024-01-04 23:00:00
192,175,2647,Delhi,Tablet,2024-01-04 23:30:00
193,86,65727,London,Tablet,2024-01-05 00:00:00
194,151,2709,Delhi,Mobile,2024-01-05 00:30:00
195,194,74617,London,Tablet,2024-01-05 01:00:00
196,127,15087,New York,Mobile,2024-01-05 01:30:00
197,155,46788,Bangalore,Tablet,2024-01-05 02:00:00
198,130,71728,Bangalore,Tablet,2024-01-05 02:30:00
199,17,12159,Bangalore,Mobile,2024-01-05 03:00:00
200,104,22060,London,Mobile,2024-01-05 03:30:00
201,161,8837,Bangalore,Tablet,2024-01-05 04:00:00
202,137,8522,Delhi,Tablet,2024-01-05 04:30:00
203,43,23433,Bangalore,Mobile,2024-01-05 05:00:00
204,176,61759,New York,Mobile,2024-01-05 05:30:00
205,39,69835,Delhi,Tablet,2024-01-05 06:00:00
206,170,34568,Bangalore,Tablet,2024-01-05 06:30:00
207,26,53959,Bangalore,Tablet,2024-01-05 07:00:00
208,99,18401,Mumbai,Mobile,2024-01-05 07:30:00
209,50,69674,London,Tablet,2024-01-05 08:00:00
210,153,53380,Delhi,Laptop,2024-01-05 08:30:00
211,152,15332,Mumbai,Mobile,2024-01-05 09:00:00
212,13,21828,New York,Tablet,2024-01-05 09:30:00
213,60,24314,London,Mobile,2024-01-05 10:00:00
214,135,59725,Delhi,Laptop,2024-01-05 10:30:00
215,57,5125,Bangalore,Mobile,2024-01-05 11:00:00
216,36,75998,Delhi,Tablet,2024-01-05 11:30:00
217,173,48504,Bangalore,Laptop,2024-01-05 12:00:00
218,20,28415,London,Laptop,2024-01-05 12:30:00
219,65,72816,Bangalore,Tablet,2024-01-05 13:00:00
220,8,48250,New York,Tablet,2024-01-05 13:30:00
221,144,11052,Bangalore,Tablet,2024-01-05 14:00:00
222,142,13997,New York,Mobile,2024-01-05 14:30:00
223,115,79272,London,Mobile,2024-01-05 15:00:00
224,143,78660,London,Mobile,2024-01-05 15:30:00
225,92,52192,Delhi,Tablet,2024-01-05 16:00:00
226,98,56357,New York,Tablet,2024-01-05 16:30:00
227,66,4543,New York,Mobile,2024-01-05 17:00:00
228,32,50135,Mumbai,Laptop,2024-01-05 17:30:00
229,191,34278,Mumbai,Mobile,2024-01-05 18:00:00
230,86,79726,Mumbai,Laptop,2024-01-05 18:30:00
231,51,51925,Bangalore,Tablet,2024-01-05 19:00:00
232,153,31705,Mumbai,Tablet,2024-01-05 19:30:00
233,186,43522,New York,Mobile,2024-01-05 20:00:00
234,63,49487,Bangalore,Mobile,2024-01-05 20:30:00
235,190,49466,London,Tablet,2024-01-05 21:00:00
236,125,59761,Delhi,Mobile,2024-01-05 21:30:00
237,150,6866,Mumbai,Tablet,2024-01-05 22:00:00
238,58,77225,London,Tablet,2024-01-05 22:30:00
239,58,64357,New York,Laptop,2024-01-05 23:00:00
240,86,46783,Delhi,Mobile,2024-01-05 23:30:00
241,49,11290,London,Tablet,2024-01-06 00:00:00
242,180,71413,Delhi,Mobile,2024-01-06 00:30:00
243,170,32812,Mumbai,Laptop,2024-01-06 01:00:00
244,70,8309,New York,Laptop,2024-01-06 01:30:00
245,15,50189,Delhi,Mobile,2024-01-06 02:00:00
246,54,14899,London,Mobile,2024-01-06 02:30:00
247,188,54919,Mumbai,Tablet,2024-01-06 03:00:00
248,101,63145,Mumbai,Laptop,2024-01-06 03:30:00
249,8,70960,London,Laptop,2024-01-06 04:00:00
250,53,23617,London,Laptop,2024-01-06 04:30:00
251,60,35342,Delhi,Mobile,2024-01-06 05:00:00
252,108,74863,Bangalore,Tablet,2024-01-06 05:30:00
253,5,51681,Mumbai,Mobile,2024-01-06 06:00:00
254,103,9935,Delhi,Mobile,2024-01-06 06:30:00
255,196,59709,London,Mobile,2024-01-06 07:00:00
256,6,54356,Delhi,Tablet,2024-01-06 07:30:00
257,109,66364,London,Mobile,2024-01-06 08:00:00
258,116,65137,New York,Laptop,2024-01-06 08:30:00
259,94,29215,London,Laptop,2024-01-06 09:00:00
260,47,58979,London,Laptop,2024-01-06 09:30:00
261,99,67078,London,Tablet,2024-01-06 10:00:00
262,55,49862,Bangalore,Mobile,2024-01-06 10:30:00
263,168,50550,London,Tablet,2024-01-06 11:00:00
264,52,79201,Mumbai,Mobile,2024-01-06 11:30:00
265,144,58693,Mumbai,Laptop,2024-01-06 12:00:00
266,13,44950,Delhi,Mobile,2024-01-06 12:30:00
267,114,42996,Bangalore,Mobile,2024-01-06 13:00:00
268,124,7901,Delhi,Mobile,2024-01-06 13:30:00
269,106,16338,Mumbai,Tablet,2024-01-06 14:00:00
270,158,72742,Mumbai,Mobile,2024-01-06 14:30:00
271,147,67630,New York,Mobile,2024-01-06 15:00:00
272,145,7418,London,Mobile,2024-01-06 15:30:00
273,120,46453,Mumbai,Tablet,2024-01-06 16:00:00
274,63,9218,Delhi,Tablet,2024-01-06 16:30:00
275,19,49929,Delhi,Tablet,2024-01-06 17:00:00
276,92,59921,London,Mobile,2024-01-06 17:30:00
277,58,32224,London,Laptop,2024-01-06 18:00:00
278,183,6631,New York,Laptop,2024-01-06 18:30:00
279,90,71903,Bangalore,Laptop,2024-01-06 19:00:00
280,117,64096,Delhi,Mobile,2024-01-06 19:30:00
281,62,49728,London,Laptop,2024-01-06 20:00:00
282,23,26699,Delhi,Laptop,2024-01-06 20:30:00
283,127,14617,London,Laptop,2024-01-06 21:00:00
284,137,61994,Mumbai,Mobile,2024-01-06 21:30:00
285,140,78052,Delhi,Laptop,2024-01-06 22:00:00
286,129,28853,Mumbai,Laptop,2024-01-06 22:30:00
287,58,18280,Delhi,Mobile,2024-01-06 23:00:00
288,122,17912,Bangalore,Tablet,2024-01-06 23:30:00
289,1,43405,New York,Laptop,2024-01-07 00:00:00
290,34,31309,Mumbai,Tablet,2024-01-07 00:30:00
291,96,30845,London,Laptop,2024-01-07 01:00:00
292,126,8820,Bangalore,Mobile,2024-01-07 01:30:00
293,118,11143,Delhi,Tablet,2024-01-07 02:00:00
294,48,46621,Mumbai,Tablet,2024-01-07 02:30:00
295,89,243,Delhi,Tablet,2024-01-07 03:00:00
296,117,17619,Delhi,Tablet,2024-01-07 03:30:00
297,129,11240,Delhi,Laptop,2024-01-07 04:00:00
298,16,62874,New York,Laptop,2024-01-07 04:30:00
299,189,42802,New York,Tablet,2024-01-07 05:00:00
300,192,32377,London,Laptop,2024-01-07 05:30:00
301,191,42120,Mumbai,Tablet,2024-01-07 06:00:00
302,69,40247,Bangalore,Tablet,2024-01-07 06:30:00
303,22,2311,Bangalore,Mobile,2024-01-07 07:00:00
304,93,26562,Bangalore,Tablet,2024-01-07 07:30:00
305,195,6766,Delhi,Laptop,2024-01-07 08:00:00
306,76,28983,New York,Tablet,2024-01-07 08:30:00
307,154,4428,Mumbai,Mobile,2024-01-07 09:00:00
308,144,40633,Delhi,Laptop,2024-01-07 09:30:00
309,179,29083,New York,Mobile,2024-01-07 10:00:00
310,86,24050,New York,Mobile,2024-01-07 10:30:00
311,185,75918,Mumbai,Tablet,2024-01-07 11:00:00
312,29,42654,Mumbai,Mobile,2024-01-07 11:30:00
313,69,68386,Mumbai,Mobile,2024-01-07 12:00:00
314,47,73919,Delhi,Laptop,2024-01-07 12:30:00
315,94,5460,London,Mobile,2024-01-07 13:00:00
316,190,56094,Mumbai,Tablet,2024-01-07 13:30:00
317,197,63365,London,Tablet,2024-01-07 14:00:00
318,144,71394,Delhi,Tablet,2024-01-07 14:30:00
319,176,6846,London,Mobile,2024-01-07 15:00:00
320,85,54295,Bangalore,Laptop,2024-01-07 15:30:00
321,39,43106,London,Tablet,2024-01-07 16:00:00
322,100,17759,Mumbai,Mobile,2024-01-07 16:30:00
323,33,58607,Delhi,Tablet,2024-01-07 17:00:00
324,101,17593,Mumbai,Tablet,2024-01-07 17:30:00
325,23,37468,Bangalore,Laptop,2024-01-07 18:00:00
326,10,16774,Mumbai,Tablet,2024-01-07 18:30:00
327,69,3878,Mumbai,Laptop,2024-01-07 19:00:00
328,100,17137,Mumbai,Mobile,2024-01-07 19:30:00
329,34,12655,New York,Tablet,2024-01-07 20:00:00
330,180,31387,Bangalore,Mobile,2024-01-07 20:30:00
331,138,5532,Mumbai,Mobile,2024-01-07 21:00:00
332,147,65383,Mumbai,Mobile,2024-01-07 21:30:00
333,186,51002,Mumbai,Tablet,2024-01-07 22:00:00
334,96,5513,Delhi,Laptop,2024-01-07 22:30:00
335,1,70498,New York,Tablet,2024-01-07 23:00:00
336,69,4698,Delhi,Mobile,2024-01-07 23:30:00
337,4,33673,New York,Laptop,2024-01-08 00:00:00
338,16,59206,Mumbai,Mobile,2024-01-08 00:30:00
339,24,35684,Bangalore,Laptop,2024-01-08 01:00:00
340,80,44652,London,Tablet,2024-01-08 01:30:00
341,2,49384,London,Laptop,2024-01-08 02:00:00
342,128,68698,Mumbai,Tablet,2024-01-08 02:30:00
343,160,22104,Delhi,Mobile,2024-01-08 03:00:00
344,84,70078,Bangalore,Laptop,2024-01-08 03:30:00
345,152,22257,New York,Mobile,2024-01-08 04:00:00
346,140,21436,Mumbai,Laptop,2024-01-08 04:30:00
347,178,59568,Bangalore,Tablet,2024-01-08 05:00:00
348,163,52831,Bangalore,Laptop,2024-01-08 05:30:00
349,124,52830,New York,Laptop,2024-01-08 06:00:00
350,33,61490,Bangalore,Tablet,2024-01-08 06:30:00
351,161,44249,Delhi,Tablet,2024-01-08 07:00:00
352,189,61085,Delhi,Tablet,2024-01-08 07:30:00
353,179,8260,Delhi,Laptop,2024-01-08 08:00:00
354,171,44413,Bangalore,Mobile,2024-01-08 08:30:00
355,101,78329,Delhi,Laptop,2024-01-08 09:00:00
356,12,60398,New York,Laptop,2024-01-08 09:30:00
357,67,55334,Bangalore,Mobile,2024-01-08 10:00:00
358,65,72174,London,Tablet,2024-01-08 10:30:00
359,161,68897,Bangalore,Laptop,2024-01-08 11:00:00
360,168,22482,New York,Mobile,2024-01-08 11:30:00
361,74,64139,London,Tablet,2024-01-08 12:00:00
362,43,55448,Bangalore,Tablet,2024-01-08 12:30:00
363,44,3371,Delhi,Laptop,2024-01-08 13:00:00
364,29,37433,Mumbai,Tablet,2024-01-08 13:30:00
365,141,78732,Mumbai,Tablet,2024-01-08 14:00:00
366,12,79240,Delhi,Mobile,2024-01-08 14:30:00
367,95,52943,Mumbai,Mobile,2024-01-08 15:00:00
368,46,35870,Mumbai,Tablet,2024-01-08 15:30:00
369,130,66312,Delhi,Mobile,2024-01-08 16:00:00
370,35,3810,Delhi,Tablet,2024-01-08 16:30:00
371,81,22240,Bangalore,Laptop,2024-01-08 17:00:00
372,90,67461,Bangalore,Mobile,2024-01-08 17:30:00
373,8,23427,Delhi,Tablet,2024-01-08 18:00:00
374,93,46787,New York,Tablet,2024-01-08 18:30:00
375,154,69619,Mumbai,Mobile,2024-01-08 19:00:00
376,90,38261,Bangalore,Mobile,2024-01-08 19:30:00
377,162,3794,Mumbai,Laptop,2024-01-08 20:00:00
378,115,25045,London,Tablet,2024-01-08 20:30:00
379,105,17027,Delhi,Laptop,2024-01-08 21:00:00
380,135,34592,New York,Laptop,2024-01-08 21:30:00
381,196,10701,London,Laptop,2024-01-08 22:00:00
382,58,78981,London,Mobile,2024-01-08 22:30:00
383,114,16765,London,Laptop,2024-01-08 23:00:00
384,75,44459,Delhi,Mobile,2024-01-08 23:30:00
385,157,24356,Bangalore,Mobile,2024-01-09 00:00:00
386,120,19136,Delhi,Laptop,2024-01-09 00:30:00
387,164,14426,Bangalore,Laptop,2024-01-09 01:00:00
388,21,61400,London,Tablet,2024-01-09 01:30:00
389,164,71475,London,Laptop,2024-01-09 02:00:00
390,138,36686,New York,Tablet,2024-01-09 02:30:00
391,101,51699,Bangalore,Laptop,2024-01-09 03:00:00
392,152,34660,London,Laptop,2024-01-09 03:30:00
393,192,10108,Mumbai,Laptop,2024-01-09 04:00:00
394,177,74687,New York,Laptop,2024-01-09 04:30:00
395,99,78083,Delhi,Tablet,2024-01-09 05:00:00
396,36,70244,New York,Tablet,2024-01-09 05:30:00
397,96,76967,Mumbai,Laptop,2024-01-09 06:00:00
398,152,64250,Bangalore,Laptop,2024-01-09 06:30:00
399,151,46669,Delhi,Tablet,2024-01-09 07:00:00
400,190,17204,Delhi,Mobile,2024-01-09 07:30:00
401,37,19589,Bangalore,Mobile,2024-01-09 08:00:00
402,12,60108,New York,Mobile,2024-01-09 08:30:00
403,113,62118,London,Tablet,2024-01-09 09:00:00
404,183,77363,New York,Tablet,2024-01-09 09:30:00
405,13,30423,Mumbai,Mobile,2024-01-09 10:00:00
406,23,33204,London,Mobile,2024-01-09 10:30:00
407,99,6081,New York,Laptop,2024-01-09 11:00:00
408,105,72025,Bangalore,Tablet,2024-01-09 11:30:00
409,30,22835,Mumbai,Tablet,2024-01-09 12:00:00
410,17,78978,Mumbai,Mobile,2024-01-09 12:30:00
411,113,28719,Mumbai,Mobile,2024-01-09 13:00:00
412,62,2332,London,Tablet,2024-01-09 13:30:00
413,84,34674,Delhi,Laptop,2024-01-09 14:00:00
414,112,48488,London,Mobile,2024-01-09 14:30:00
415,86,67584,New York,Tablet,2024-01-09 15:00:00
416,141,31755,Delhi,Tablet,2024-01-09 15:30:00
417,187,38294,New York,Laptop,2024-01-09 16:00:00
418,19,75014,Delhi,Laptop,2024-01-09 16:30:00
419,177,37487,London,Mobile,2024-01-09 17:00:00
420,100,77922,Mumbai,Mobile,2024-01-09 17:30:00
421,140,74928,Bangalore,Mobile,2024-01-09 18:00:00
422,189,73032,Mumbai,Tablet,2024-01-09 18:30:00
423,147,50633,London,Mobile,2024-01-09 19:00:00
424,76,38442,Delhi,Tablet,2024-01-09 19:30:00
425,9,7511,Mumbai,Mobile,2024-01-09 20:00:00
426,199,10566,London,Laptop,2024-01-09 20:30:00
427,28,79335,New York,Laptop,2024-01-09 21:00:00
428,128,17564,Bangalore,Tablet,2024-01-09 21:30:00
429,52,36318,Mumbai,Laptop,2024-01-09 22:00:00
430,83,36838,Delhi,Tablet,2024-01-09 22:30:00
431,111,75799,New York,Tablet,2024-01-09 23:00:00
432,144,61099,London,Laptop,2024-01-09 23:30:00
433,117,62543,Bangalore,Tablet,2024-01-10 00:00:00
434,69,36077,Delhi,Laptop,2024-01-10 00:30:00
435,99,42899,London,Mobile,2024-01-10 01:00:00
436,140,17908,London,Mobile,2024-01-10 01:30:00
437,25,79053,Mumbai,Laptop,2024-01-10 02:00:00
438,180,52445,Mumbai,Laptop,2024-01-10 02:30:00
439,123,39808,Delhi,Laptop,2024-01-10 03:00:00
440,53,54362,London,Laptop,2024-01-10 03:30:00
441,151,68720,Mumbai,Mobile,2024-01-10 04:00:00
442,144,15484,Bangalore,Tablet,2024-01-10 04:30:00
443,57,64097,Bangalore,Tablet,2024-01-10 05:00:00
444,39,47825,London,Mobile,2024-01-10 05:30:00
445,109,75819,Mumbai,Tablet,2024-01-10 06:00:00
446,181,66727,Delhi,Mobile,2024-01-10 06:30:00
447,42,45784,Delhi,Tablet,2024-01-10 07:00:00
448,186,40653,Delhi,Laptop,2024-01-10 07:30:00
449,167,76758,Bangalore,Laptop,2024-01-10 08:00:00
450,142,68853,Mumbai,Laptop,2024-01-10 08:30:00
451,122,39382,Mumbai,Mobile,2024-01-10 09:00:00
452,133,21362,Bangalore,Mobile,2024-01-10 09:30:00
453,163,44229,Delhi,Tablet,2024-01-10 10:00:00
454,75,71492,Delhi,Tablet,2024-01-10 10:30:00
455,146,40429,London,Tablet,2024-01-10 11:00:00
456,76,17347,New York,Mobile,2024-01-10 11:30:00
457,9,2061,Mumbai,Tablet,2024-01-10 12:00:00
458,74,44064,Mumbai,Laptop,2024-01-10 12:30:00
459,186,11788,Mumbai,Tablet,2024-01-10 13:00:00
460,145,47548,New York,Laptop,2024-01-10 13:30:00
461,7,11170,London,Mobile,2024-01-10 14:00:00
462,174,8817,New York,Laptop,2024-01-10 14:30:00
463,141,22902,Delhi,Laptop,2024-01-10 15:00:00
464,168,79289,Delhi,Laptop,2024-01-10 15:30:00
465,170,979,Mumbai,Mobile,2024-01-10 16:00:00
466,137,77537,Bangalore,Mobile,2024-01-10 16:30:00
467,178,17488,Mumbai,Mobile,2024-01-10 17:00:00
468,27,48565,Bangalore,Mobile,2024-01-10 17:30:00
469,122,5794,New York,Tablet,2024-01-10 18:00:00
470,194,42467,Delhi,Mobile,2024-01-10 18:30:00
471,5,7119,Bangalore,Laptop,2024-01-10 19:00:00
472,29,42409,New York,Mobile,2024-01-10 19:30:00
473,165,19849,Delhi,Tablet,2024-01-10 20:00:00
